gene_x	gene_y
-2.049674690087414	-1.8089896464759694
-1.7775918375517152	-1.6167793811961835
-1.468422625169079	-1.7228090107178893
-0.7687413036137963	-0.5675750225362631
-0.7128012093055331	0.5141803116943358
-0.6533879188747898	-0.561672506444207
-0.6232766867867677	-1.1687412704595734
-0.10881284673909658	-0.08106422053012405
0.0010697680121349528	0.20651845015099846
0.2929152014912974	1.2440146124190474
0.358674305591572	0.9677729456630035
0.38032306203286864	0.502381357911404
0.435724257941216	-0.3582598005374197
0.527367146275055	1.1815538406079593
0.7242926160452539	0.09920483577832351
0.7501046613268157	1.3442309193357338
0.891937441653531	0.7114210059965219
1.1373835506748728	0.6759041813287926
1.2707216475657397	0.8073053618498732
1.3921954595178112	-0.36859696383836354
